@file	seqno	phase	temp	temp_err	spec_disp	spec_disp_err	abs	abs_err	csL	csL_err	csG	csG_err	strL	strL_err	strG	strG_err	Ti_beq	Ti_beq_err	O_beq	O_beq_err	a_del	a_del_err	c_del	c_del_err	a	a_err	b	b_err	c	c_err	al	al_err	be	be_err	ga	ga_err	cellVol	cellVol_err	cellMass	cellMass_err	Lvol	Lvol_err	e0	e0_err	density	density_err	LAC	LAC_err	scale	scale_err	wtpct	wtpct_err	RBragg	RBragg_err	Rwp	Rwp_err	Rexp	Rexp_err	gof	gof_err
degussa.raw	1	Anatase	303.000000000	0.000000000	0.067847902	0.011568293	19.236678477	6.908375629	37.316415573	1.816699804	55.361457233	4.797264174	0.168308352	0.032822224	-1.000000000	0.000000000	0.768800652	0.058498312	1.356294663	0.130365671	0.003083687	0.000784294	-0.004561500	0.002060769	3.787283687	0.000784294	3.787283687	0.000784294	9.510038500	0.002060769	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	136.407405758	0.063761618	319.463200000	0.000000000	19.343740210	0.828457128	0.000366994	0.000071568	3.888949306	0.001817824	483.162770674	0.225846282	0.000422824	0.000003745	86.612899198	0.364057261	2.584943032	0.000000000	17.556094515	0.000000000	16.214517038	0.000000000	1.082739281	0.000000000
degussa.raw	1	Rutile	303.000000000	0.000000000	0.067847902	0.011568293	19.236678477	6.908375629	33.672902827	2.029384790	-1.000000000	0.000000000	-1.000000000	0.000000000	-1.000000000	0.000000000	0.768800652	0.058498312	1.356294663	0.130365671	0.004985923	0.001144510	0.001706890	0.001105832	4.597385923	0.001144510	4.597385923	0.001144510	2.959206890	0.001105832	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	62.545670531	0.038936703	159.731600000	0.000000000	21.436835733	1.291946483	-1.000000000	0.000000000	4.240753049	0.002639995	526.870841318	0.327992826	0.000285059	0.000008589	13.387100802	0.364057261	2.862127694	0.000000000	17.556094515	0.000000000	16.214517038	0.000000000	1.082739281	0.000000000
degussa.raw	2	Anatase	323.000000000	0.000000000	0.062737278	0.010854094	14.587526741	3.435213742	35.267181545	1.703524012	53.892203078	4.386131948	0.112539726	0.035575570	-1.000000000	0.000000000	0.792935002	0.060882204	1.371432103	0.134296666	0.002283904	0.000664636	-0.007402643	0.001788674	3.786483904	0.000664636	3.786483904	0.000664636	9.507197357	0.001788674	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	136.309065204	0.054290979	319.463200000	0.000000000	18.440488260	0.767480655	0.000245391	0.000077572	3.891755000	0.001550053	483.511349798	0.192578468	0.000421228	0.000003846	87.343926938	0.366221565	2.706731281	0.000000000	17.982184850	0.000000000	16.232801333	0.000000000	1.107768430	0.000000000
degussa.raw	2	Rutile	323.000000000	0.000000000	0.062737278	0.010854094	14.587526741	3.435213742	35.954418426	2.327427311	-1.000000000	0.000000000	-1.000000000	0.000000000	-1.000000000	0.000000000	0.792935002	0.060882204	1.371432103	0.134296666	0.003014178	0.001049523	0.002723333	0.001087118	4.595414178	0.001049523	4.595414178	0.001049523	2.960223333	0.001087118	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	62.513497461	0.036638753	159.731600000	0.000000000	22.889293674	1.481686245	-1.000000000	0.000000000	4.242935586	0.002486747	527.141999595	0.308953262	0.000266174	0.000008480	12.656073062	0.366221565	3.285223213	0.000000000	17.982184850	0.000000000	16.232801333	0.000000000	1.107768430	0.000000000
degussa.raw	3	Anatase	373.000000000	0.000000000	0.091682838	0.010657754	18.105284665	5.370213597	37.547434203	1.863235312	57.147337873	4.858529708	0.190527705	0.033771070	-1.000000000	0.000000000	0.634593323	0.057592377	1.434587692	0.131546489	0.003993598	0.000696936	-0.000930026	0.001853723	3.788193598	0.000696936	3.788193598	0.000696936	9.513669974	0.001853723	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	136.525071743	0.056843396	319.463200000	0.000000000	19.610106264	0.843159924	0.000415443	0.000073637	3.885597563	0.001617795	482.746350287	0.200994748	0.000415277	0.000003646	87.558528845	0.340544216	2.086124457	0.000000000	17.302682693	0.000000000	16.247773231	0.000000000	1.064926402	0.000000000
degussa.raw	3	Rutile	373.000000000	0.000000000	0.091682838	0.010657754	18.105284665	5.370213597	40.713467635	2.602171464	-1.000000000	0.000000000	-1.000000000	0.000000000	-1.000000000	0.000000000	0.634593323	0.057592377	1.434587692	0.131546489	0.006440020	0.000989837	0.004032479	0.000967555	4.598840020	0.000989837	4.598840020	0.000989837	2.961532479	0.000967555	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	62.634426301	0.033848380	159.731600000	0.000000000	25.918998498	1.656593805	-1.000000000	0.000000000	4.234743713	0.002288496	526.124241880	0.284322584	0.000257241	0.000007721	12.441471155	0.340544216	3.104157390	0.000000000	17.302682693	0.000000000	16.247773231	0.000000000	1.064926402	0.000000000
degussa.raw	4	Anatase	423.000000000	0.000000000	0.086918123	0.012062466	19.889203308	7.419717073	36.276817234	1.807134278	51.762036049	3.982912922	0.157422047	0.034894407	-1.000000000	0.000000000	0.748000088	0.059867170	1.478870437	0.134909304	0.004577842	0.000785347	0.002103295	0.002076303	3.788777842	0.000785347	3.788777842	0.000785347	9.516703295	0.002076303	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	136.610729654	0.063998119	319.463200000	0.000000000	18.583332767	0.777524495	0.000343257	0.000076087	3.883161208	0.001819139	482.443657782	0.226009714	0.000415736	0.000003750	86.632748869	0.359926295	2.351711056	0.000000000	17.640069412	0.000000000	16.246853308	0.000000000	1.085752981	0.000000000
degussa.raw	4	Rutile	423.000000000	0.000000000	0.086918123	0.012062466	19.889203308	7.419717073	36.884888341	2.262509700	-1.000000000	0.000000000	-1.000000000	0.000000000	-1.000000000	0.000000000	0.748000088	0.059867170	1.478870437	0.134909304	0.006668384	0.001082201	0.006825724	0.001041234	4.599068384	0.001082201	4.599068384	0.001082201	2.964325724	0.001041234	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	62.699728043	0.036820356	159.731600000	0.000000000	23.481649219	1.440358410	-1.000000000	0.000000000	4.230333229	0.002484249	525.576283688	0.308642939	0.000279529	0.000008317	13.367251131	0.359926295	3.301815786	0.000000000	17.640069412	0.000000000	16.246853308	0.000000000	1.085752981	0.000000000
degussa.raw	5	Anatase	473.000000000	0.000000000	0.097997308	0.012008713	18.465036091	6.698668977	37.402512282	1.905189515	56.942136563	5.409726136	0.193176531	0.034833867	-1.000000000	0.000000000	0.800450274	0.061720777	1.306294695	0.135868294	0.005035249	0.000827450	0.007002143	0.002182848	3.789235249	0.000827450	3.789235249	0.000827450	9.521602143	0.002182848	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	136.714055934	0.067434350	319.463200000	0.000000000	19.535942175	0.887908612	0.000421219	0.000075955	3.880226378	0.001913917	482.079034641	0.237784946	0.000413003	0.000003763	87.320545286	0.367848237	2.685069889	0.000000000	17.781625630	0.000000000	16.284630179	0.000000000	1.091926893	0.000000000
degussa.raw	5	Rutile	473.000000000	0.000000000	0.097997308	0.012008713	18.465036091	6.698668977	36.607448459	2.436331081	-1.000000000	0.000000000	-1.000000000	0.000000000	-1.000000000	0.000000000	0.800450274	0.061720777	1.306294695	0.135868294	0.009106146	0.001171117	0.006368143	0.001122435	4.601506146	0.001171117	4.601506146	0.001171117	2.963868143	0.001122435	90.000000000	0.000000000	90.000000000	0.000000000	90.000000000	0.000000000	62.756525609	0.039815283	159.731600000	0.000000000	23.305025505	1.551016538	-1.000000000	0.000000000	4.226504582	0.002681455	525.100612777	0.333143771	0.000261289	0.000008351	12.679454714	0.367848237	3.303623664	0.000000000	17.781625630	0.000000000	16.284630179	0.000000000	1.091926893	0.000000000
